23.04.2020                                                               Saída dinâmica de lista                                                                       1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Nome do fornecedor|Material|Qtd.pedido|Texto breve|Qtd.estoque
3593       SB COMERCIO LTDA        |4001399|50.0|CO-PRESSOTEC 10/25MG CX 30CP            |5
3593       SB COMERCIO LTDA        |4001400|50.0|CO-PRESSOTEC 20/12,5MG CX 30CP          |5
3593       SB COMERCIO LTDA        |4001402|50.0|DEXASON CREME TUBO 10G                  |5
3593       SB COMERCIO LTDA        |4001408|50.0|FERRONIL 40MG CX C/50CP                 |5
3593       SB COMERCIO LTDA        |4001416|50.0|RANITIDIL 150MG CX 10CP                 |5
3593       SB COMERCIO LTDA        |4001421|50.0|CANDITRAT SUSP FRASCO 50ML              |5
3593       SB COMERCIO LTDA        |4001425|50.0|CLOTREN CREME TUBO 50G                  |5
3593       SB COMERCIO LTDA        |4001427|50.0|COMPLEXO B CX 50CP MEDQUIMICA           |5
3593       SB COMERCIO LTDA        |4001553|50.0|NEBA-SEPT SPRAY 30ML                    |5
3593       SB COMERCIO LTDA        |4001679|50.0|YANG 30 21CPR - ALTHAIA                 |5
3593       SB COMERCIO LTDA        |4001984|1.0|DIPIMED 500MG C/ 50BLSX4CP CX-50        |0
3593       SB COMERCIO LTDA        |4002216|50.0|NEVANAC SUS OFTALM 5ML                  |5
3593       SB COMERCIO LTDA        |4002217|50.0|NEVANAC UNO 3ML                         |5
3593       SB COMERCIO LTDA        |4002270|50.0|SIRDALUD 2MG C/ 30CPR                   |5
3593       SB COMERCIO LTDA        |4002317|50.0|PRESSOTEC 10MG CX 30 COMP TEUTO         |5
3593       SB COMERCIO LTDA        |4002319|50.0|CARBIDOL 25/250MG 30CPR                 |5
3593       SB COMERCIO LTDA        |4002322|50.0|TEUSIL 25MG 30CPR                       |5
3593       SB COMERCIO LTDA        |4002324|50.0|CICATRIDERM GEL 15G                     |5
3593       SB COMERCIO LTDA        |4002569|50.0|NIMESULIX 50MG GTS FRASCO 15ML          |5
3593       SB COMERCIO LTDA        |4002631|50.0|MICOZEN LOC DERMAT FRASCO30ML           |5
3593       SB COMERCIO LTDA        |4002687|50.0|MESACOL ADT 250MG C/10SUP               |5
3593       SB COMERCIO LTDA        |4002700|50.0|ANGIPRESS 50MG C/28CP                   |5
3593       SB COMERCIO LTDA        |4002701|50.0|BUSONID AEROSOL ORAL 50MCG 5ML          |5
3593       SB COMERCIO LTDA        |4002702|50.0|BUSONID 200MCG C/60CP+INL               |5
3593       SB COMERCIO LTDA        |4002704|50.0|EUPRESSIN 2,5MG C/30CP                  |5
3593       SB COMERCIO LTDA        |4002705|50.0|EUPRESSIN 5MG C/30CP                    |5
3593       SB COMERCIO LTDA        |4002706|50.0|EUPRESSIN 10MG C/30CP                   |5
3593       SB COMERCIO LTDA        |4002722|48.0|DERMOMAX 4PC CREM 1BGX5G                |4
3593       SB COMERCIO LTDA        |4002723|50.0|NOOTRON 400MG C/60CP                    |5
3593       SB COMERCIO LTDA        |4002725|50.0|BUSONID 200MCG AER 5ML+100DOSE          |5
3593       SB COMERCIO LTDA        |4002871|50.0|FENOTEROL BROMIDRATO GTS C/20ML         |5
3593       SB COMERCIO LTDA        |4002873|50.0|ENALAPRIL 10MG C/30CP                   |5
3593       SB COMERCIO LTDA        |4002874|50.0|ENALAPRIL 20MG C/30CP                   |5
3593       SB COMERCIO LTDA        |4002875|50.0|SALBUTAMOL SULF 0.4MG/ML C/120ML        |5
3593       SB COMERCIO LTDA        |4002879|50.0|AMINOFILINA 200MG C/20CP                |5
3593       SB COMERCIO LTDA        |4002881|100.0|LOSARTANA POTASSICO 50MG C/30CP         |10
3593       SB COMERCIO LTDA        |4002882|50.0|LORATAD+PSEUD XPE 1+12MG/ML C/60ML      |5
3593       SB COMERCIO LTDA        |4002925|50.0|NISTATINA+OXIDO ZINC-GEN POM 60G        |5
3593       SB COMERCIO LTDA        |4003522|50.0|BROMOPRIDA 10MG C/20CP TEUTO            |5
3593       SB COMERCIO LTDA        |4003526|100.0|FLUCONAZOL 150MG 1CP TEUTO              |10
3593       SB COMERCIO LTDA        |4003527|100.0|FUROSEMIDA 40MG 20CP TEUTO              |10
3593       SB COMERCIO LTDA        |4003551|50.0|DERMOSALIC POMADA 30G BUNKER            |5
3593       SB COMERCIO LTDA        |4003590|50.0|ULTIBRO 30CAPS NOVARTIS                 |5
3593       SB COMERCIO LTDA        |4003606|100.0|DICLOF POT 50MG DISPER 20CP -TEUTO      |10
3593       SB COMERCIO LTDA        |4003609|25.0|MICONAZOL CR VAG 20MG80G+14APLIC-TEUTO  |2
3593       SB COMERCIO LTDA        |4003614|50.0|TIMOLOL SOL OFT 0,5% 5ML -TEUTO         |5
3593       SB COMERCIO LTDA        |4003635|50.0|BACITRACINA+NEOMICIN POM 15G -TEUTO     |5
3593       SB COMERCIO LTDA        |4003680|50.0|TRAVATAN BAK FREE 0,04MG/ 5,0ML ALCON   |5
3593       SB COMERCIO LTDA        |4003738|50.0|FORASEQ 12/400MCG 60+60CP NOVARTIS      |5
3593       SB COMERCIO LTDA        |4003744|50.0|DIOVAN HCT 160/25MG C/28CP NOVARTIS     |5
3593       SB COMERCIO LTDA        |4003746|50.0|DIOVAN 320MG C/28CP NOVARTIS            |5
3593       SB COMERCIO LTDA        |4003760|50.0|ONBRIZE 150MCG C/30COMP NOVARTIS        |5
3593       SB COMERCIO LTDA        |4003761|50.0|ONBRIZE 300MCG C/30COMP NOVARTIS        |5
3593       SB COMERCIO LTDA        |4003774|50.0|ELIQUIS 5,0MG C/20CP PFIZER             |5
3593       SB COMERCIO LTDA        |4003824|50.0|MATERSUPRE C/30CP TEUTO                 |5
3593       SB COMERCIO LTDA        |4003900|50.0|TESTE ACTION (ORG)                      |5
3593       SB COMERCIO LTDA        |4003922|50.0|BONVIVA 150MG C/1CP (RCF)               |5
3593       SB COMERCIO LTDA        |4004151|50.0|NAPROXENO 500MG C/20CP                  |5
3593       SB COMERCIO LTDA        |4004594|1.0|TYLIDOL 750MG 50BLX C/4CP               |0
3593       SB COMERCIO LTDA        |4004720|50.0|FORASEQ 12/200MCG 60+60CP S/INAL NOVARTI|5
3593       SB COMERCIO LTDA        |4005079|50.0|ISOVIT 75MG 60CP                        |5
3593       SB COMERCIO LTDA        |4005229|100.0|COLIRIO TEUTO C/20ML (TEU)              |10
3593       SB COMERCIO LTDA        |4005272|50.0|NORETISTERONA ENT+ESTR 1SEX1ML(EUG)     |5
3593       SB COMERCIO LTDA        |4005288|50.0|SIMETICONA 75MG GTS 10ML (BIG)          |5
3593       SB COMERCIO LTDA        |4005385|50.0|ALL OMEGA 1000MG 60CAPS                 |5
3593       SB COMERCIO LTDA        |4005423|50.0|BETINA 16MG 30CPR                       |5
3593       SB COMERCIO LTDA        |4005427|50.0|HOLMES H 40mg + 25mg 30CPR              |5
3593       SB COMERCIO LTDA        |4005434|50.0|STUB 0,4MG 30CAP                        |5
3593       SB COMERCIO LTDA        |4005448|50.0|VARTAZ 80MG 30CPR                       |5
3593       SB COMERCIO LTDA        |4005455|50.0|DEXFER 100MG SOL GOT 10ML MYR           |5
3593       SB COMERCIO LTDA        |4005461|50.0|PERIVASC 450MG 30 CPR                   |5
3593       SB COMERCIO LTDA        |4005555|50.0|PANTOPRAZOL-GEN 40MG 28CPR REV          |5
3593       SB COMERCIO LTDA        |4005561|100.0|ALBENDAZOL 40MG/ML SUSP. FR 10ML TEUTO  |10
3593       SB COMERCIO LTDA        |4005562|50.0|PROPRANOLOL 40MG CPR. CX 30 TEUTO       |5
3593       SB COMERCIO LTDA        |4006031|50.0|PREST 30 CP (BLB)                       |5
3593       SB COMERCIO LTDA        |4006047|50.0|NESINA PIO 25MG/15MG C/30CP (TKF)       |5
3593       SB COMERCIO LTDA        |4006112|50.0|MICOZEN CRM VAG C/80G (TEU)             |5
3593       SB COMERCIO LTDA        |4006131|50.0|UNO CICLO INJ 1AMP 1ML                  |5
3593       SB COMERCIO LTDA        |4006276|50.0|ACICLOVIR CREME 50MG/G 10G GEN          |5
3593       SB COMERCIO LTDA        |4006279|50.0|ATENOLOL 100MG 30CPRS GEN               |5
3593       SB COMERCIO LTDA        |4006386|50.0|ADAPTIS 2MG GEL OFT 10G                 |5
3593       SB COMERCIO LTDA        |4006387|50.0|ADAPTIS FRESH 0,4% OFT 10ML             |5
3593       SB COMERCIO LTDA        |4006388|50.0|DRENATAN SOL OFT 2,5ML                  |5
3593       SB COMERCIO LTDA        |4006410|50.0|ADAPTIS 0,5% OFT 10ML                   |5
3593       SB COMERCIO LTDA        |4006421|50.0|CLORIDRATO DE METFORMINA 850MG 30CPRS GE|5
3593       SB COMERCIO LTDA        |4006423|50.0|CONTHEN D 20ML MARACUJA                 |5
3593       SB COMERCIO LTDA        |4006436|50.0|PROCTOX BISNAGA COM 30G+1APLICADOR      |5
3593       SB COMERCIO LTDA        |4006501|2.0|ADVIL 400MG 3CP CX 20                   |0
521        DUNORTE DISTRIBUIDORA DE|4002471|24.0|SAB CETRILAN 100G (TSK)                 |2
4239       TAPAJOS COMERCIO DE MEDI|4002534|50.0|OVESTRION 1MG C/30CP (SUP)              |5
4239       TAPAJOS COMERCIO DE MEDI|4002535|50.0|OVESTRION 2MG C/30CP (SUP)              |5
4239       TAPAJOS COMERCIO DE MEDI|4002541|50.0|QLAIRA C/28CP (BAY)                     |5
4239       TAPAJOS COMERCIO DE MEDI|4002545|50.0|REGENESIS C/ 60 CPR                     |5
4239       TAPAJOS COMERCIO DE MEDI|4002650|50.0|FENOFIBRATO 200MG 30CP EMS              |5
4239       TAPAJOS COMERCIO DE MEDI|4002673|20.0|PROVERA 10MG C/14CP                     |2
4239       TAPAJOS COMERCIO DE MEDI|4002767|50.0|PANTOPRAZOL 40MG C/28CP                 |5
4239       TAPAJOS COMERCIO DE MEDI|4002927|50.0|PASTA DAGUA FARMAX BISN 90G             |5
4239       TAPAJOS COMERCIO DE MEDI|4002964|20.0|INDUX C/10CAP                           |2
4239       TAPAJOS COMERCIO DE MEDI|4003420|50.0|HUMULIN 70N/30 C/2REFX3,0ML ELI LILLY   |5
4239       TAPAJOS COMERCIO DE MEDI|4003520|50.0|MESALAZINA 800MG 30CP EMG               |5
4239       TAPAJOS COMERCIO DE MEDI|4003553|50.0|PROTOPIC POMADA 0,03PC C/10G LEO        |5
4239       TAPAJOS COMERCIO DE MEDI|4003555|20.0|PROTOPIC POMADA DERM 0,1PC C/30G LEO    |2
4239       TAPAJOS COMERCIO DE MEDI|4003578|50.0|EMSCORT CREME C/30G EMS                 |5
4239       TAPAJOS COMERCIO DE MEDI|4003658|20.0|CLENIL HFA 50MCG SPRAY C/200DOS CHIESI  |2
4239       TAPAJOS COMERCIO DE MEDI|4003705|50.0|LIPISTAT 20MG C/60CP EMS                |5
4239       TAPAJOS COMERCIO DE MEDI|4003708|20.0|QUEROPAX 100MG C/30CP C1 EMS            |2
4239       TAPAJOS COMERCIO DE MEDI|4003709|50.0|ESCILEX 10MG C/30CP C1 EMS              |5
4239       TAPAJOS COMERCIO DE MEDI|4003718|50.0|NIKI 3MG+0,02MG C/72CP EMS              |5
4239       TAPAJOS COMERCIO DE MEDI|4003769|50.0|FRONTAL XR 0,5MG C/30CP B1 PFIZER       |5
4239       TAPAJOS COMERCIO DE MEDI|4003770|20.0|FRONTAL XR 2MG C/30CP B1 PFIZER         |2
4239       TAPAJOS COMERCIO DE MEDI|4003773|50.0|FRONTAL SL 0,5MG C/30CP B1 PFIZER       |5
4239       TAPAJOS COMERCIO DE MEDI|4003781|82.0|NORVASC 5MG C/30CP WYETH                |8
4239       TAPAJOS COMERCIO DE MEDI|4003782|20.0|CITALOR 20MG C/30CP WYETH               |2
4239       TAPAJOS COMERCIO DE MEDI|4003827|50.0|CANDESARTANA CILE 16+12,5MG C/30CP SEM  |5
4239       TAPAJOS COMERCIO DE MEDI|4003850|50.0|AFRIN INF C/20ML BAYER OTC              |5
4239       TAPAJOS COMERCIO DE MEDI|4003852|50.0|LUCIARA CREME 200 ML ZODIAC             |5
4239       TAPAJOS COMERCIO DE MEDI|4003941|50.0|BRASART BCC 160MG+5MG C/60CP (SGF)      |5
4239       TAPAJOS COMERCIO DE MEDI|4003972|50.0|AKINETON RETARD 4MG C/30CP C1 (ABT)     |5
4239       TAPAJOS COMERCIO DE MEDI|4003990|20.0|CITONEURIN 5000MG 3AMP 3ML MERCK        |2
4239       TAPAJOS COMERCIO DE MEDI|4004031|50.0|CITALOPRAM 20MG C/28CP C1 (EMG)         |5
4239       TAPAJOS COMERCIO DE MEDI|4004104|50.0|HYZAAR 50/12,5MG C/30CP (SUP)           |5
4239       TAPAJOS COMERCIO DE MEDI|4004106|50.0|MODURETIC 50MG/5MG C/30CP (SUP)         |5
4239       TAPAJOS COMERCIO DE MEDI|4004107|144.0|MODURETIC 25/2,5MG C/30CP (SUP)         |14
4239       TAPAJOS COMERCIO DE MEDI|4004119|50.0|REFORGAN 250MG C/20CP (NKH)             |5
4239       TAPAJOS COMERCIO DE MEDI|4004281|50.0|MAXIFLOX-D POM OFT 3,5G LATI            |5
4239       TAPAJOS COMERCIO DE MEDI|4004341|50.0|COMPLEXO B XAROPE C/120ML EMS           |5
4239       TAPAJOS COMERCIO DE MEDI|4004375|50.0|GYNAZOLE-1 2PC CRM VAG 1APLX5G          |5
4239       TAPAJOS COMERCIO DE MEDI|4004394|50.0|STEZZA C/28CP                           |5
4239       TAPAJOS COMERCIO DE MEDI|4004470|50.0|BRASART 320MG C/30CP SGF                |5
4239       TAPAJOS COMERCIO DE MEDI|4004653|50.0|EZETIMIBA 10MG 30CP                     |5
4239       TAPAJOS COMERCIO DE MEDI|4004775|50.0|CETOCONAZOL 200MG C/10CP                |5
4239       TAPAJOS COMERCIO DE MEDI|4004777|50.0|DESLORATADINA XPE C/100ML               |5
4239       TAPAJOS COMERCIO DE MEDI|4004778|50.0|DESLORATADINA XPE C/60ML                |5
4239       TAPAJOS COMERCIO DE MEDI|4004781|50.0|DICLOFENACO DE POTASSIO 50MG C/10CP     |5
4239       TAPAJOS COMERCIO DE MEDI|4004785|48.0|DROSPIRENONA+ETINILEST 3MG C/21CP       |4
4239       TAPAJOS COMERCIO DE MEDI|4004787|50.0|GABAPENTINA 600MG C/27CP                |5
4239       TAPAJOS COMERCIO DE MEDI|4005095|20.0|ELÔ 3 MG 21CP CX48                      |2
4239       TAPAJOS COMERCIO DE MEDI|4005233|50.0|DIFEBRIL GOTAS C/20ML (CIFS)            |5
4239       TAPAJOS COMERCIO DE MEDI|4005276|50.0|OXYDERME POM C/60G (CFS)                |5
4239       TAPAJOS COMERCIO DE MEDI|4005296|50.0|XAROPE GUACO S/ACUCAR C/150ML (NTF)     |5
4239       TAPAJOS COMERCIO DE MEDI|4005490|50.0|VALSARTANA 320MG CO-REV BL X 3 X 10 EMS |5
4239       TAPAJOS COMERCIO DE MEDI|4005491|50.0|ROSUVASTATINA 10MG CO-REV CX 30 EMS     |5
4239       TAPAJOS COMERCIO DE MEDI|4005603|50.0|SEKI GOTAS 15ML (ZAM)                   |5
4239       TAPAJOS COMERCIO DE MEDI|4005615|50.0|ROXFLAN 10MG 30 CP (MRK)                |5
4239       TAPAJOS COMERCIO DE MEDI|4005632|50.0|YAZ 3MG+0,02MG 24 CP                    |5
4239       TAPAJOS COMERCIO DE MEDI|4005747|20.0|FOSTAIR HFA SPRAY 120 DOSES (PBM)       |2
4239       TAPAJOS COMERCIO DE MEDI|4005813|50.0|GENFIBROZILA 900MG C/12 CP (EMG)        |5
4239       TAPAJOS COMERCIO DE MEDI|4006040|20.0|BASAGLAR KWIKPEN 5 CANX3ML (LID)        |2
4239       TAPAJOS COMERCIO DE MEDI|4006158|50.0|ATENOLOL+CLORTALIDONA 100+25MG C/30 (MDG|5
4239       TAPAJOS COMERCIO DE MEDI|4006234|50.0|GENTAMICINA SUSP OFTALM C/5ML (ALL)     |5
4239       TAPAJOS COMERCIO DE MEDI|4006242|50.0|ADALAT OROS BSP 30MG CPR-RLP FR X 15    |5
4239       TAPAJOS COMERCIO DE MEDI|4006243|50.0|ESOMEPRAZOL EMS EMS 40MG CO-REV BL X 4 X|5
4239       TAPAJOS COMERCIO DE MEDI|4006245|50.0|ABRILAR FQM EFERV. GRAN. SCH X 10 X 3.4G|5
4239       TAPAJOS COMERCIO DE MEDI|4006246|20.0|AEROLIN GSK 4MG CPR. CX X 20            |2
4239       TAPAJOS COMERCIO DE MEDI|4006249|20.0|ACERTANLO SVR 10MG/14MG CPR. CX X 30    |2
4239       TAPAJOS COMERCIO DE MEDI|4006262|50.0|AFRIN BCH 12HS AD 0.5MG GOT-N FR X 10ML |5
4239       TAPAJOS COMERCIO DE MEDI|4006263|50.0|AFRIN BCH 12HS AD 0.5MG GOT-N FR X 10ML |5
4239       TAPAJOS COMERCIO DE MEDI|4006353|50.0|TEGRETARD 200MG C20CP C1 (CRF)          |5
4239       TAPAJOS COMERCIO DE MEDI|4006355|50.0|SIMBIOTIL PO 10 SACHES 1G (DVC)         |5
4239       TAPAJOS COMERCIO DE MEDI|4006356|50.0|SIMBIOTIL PO 6 SACHES 1G (DVC)          |5
4239       TAPAJOS COMERCIO DE MEDI|4006360|50.0|OESTROGEL PUMP 0,6MG C/80G+VAL (BHC)    |5
4239       TAPAJOS COMERCIO DE MEDI|4006361|20.0|RESTASIS 0,05 PC C/30FLX0,4ML (ALL)     |2
4239       TAPAJOS COMERCIO DE MEDI|4006365|50.0|IMECAP MAX 30 COMPRIMIDOS (DVC)         |5
4239       TAPAJOS COMERCIO DE MEDI|4000352|50.0|LEVITRA 10MG C/1CP                      |5
4239       TAPAJOS COMERCIO DE MEDI|4000409|50.0|BIALERGE C/20CP                         |5
4239       TAPAJOS COMERCIO DE MEDI|4000416|50.0|BRASART HCT 160/12,5MG C/30CP           |5
4239       TAPAJOS COMERCIO DE MEDI|4000417|50.0|BRASART HCT 160/25MG C/30CP             |5
4239       TAPAJOS COMERCIO DE MEDI|4000418|50.0|BRASART HCT 320/25MG C/30CP             |5
4239       TAPAJOS COMERCIO DE MEDI|4000425|60.0|NEUTROFER 300MG C/30CP                  |6
4239       TAPAJOS COMERCIO DE MEDI|4000427|50.0|PREG-LESS 150MG+10MG 1APX1ML IV         |5
4239       TAPAJOS COMERCIO DE MEDI|4000452|50.0|INICOX DP 15MG 5CPR                     |5
4239       TAPAJOS COMERCIO DE MEDI|4000469|20.0|CLAVULIN BD 400MG SUSP 140ML (AC)       |2
4239       TAPAJOS COMERCIO DE MEDI|4000471|50.0|FLIXOTIDE 250MCG SPY 60DOS+APL 5ML      |5
4239       TAPAJOS COMERCIO DE MEDI|4000495|50.0|PANTELMIN 500MG 1CPR                    |5
4239       TAPAJOS COMERCIO DE MEDI|4000496|50.0|PANTELMIN SUSP 30ML                     |5
4239       TAPAJOS COMERCIO DE MEDI|4000614|50.0|DEPO-PROVERA 150MG 1FR-APX1ML+SER       |5
4239       TAPAJOS COMERCIO DE MEDI|4000620|20.0|OLMETEC HCT 40+12,5MG C/30CP (PBM)      |2
4239       TAPAJOS COMERCIO DE MEDI|4000635|50.0|PRIVINA SOL NASAL 1PC C/15ML            |5
4239       TAPAJOS COMERCIO DE MEDI|4000663|50.0|CLARITIN XPE PED 1MG/ML C/100ML         |5
4239       TAPAJOS COMERCIO DE MEDI|4000679|27.0|ENERGIL C 1G EFERV C/30CP               |2
4239       TAPAJOS COMERCIO DE MEDI|4000680|50.0|ENERGIL C 1G ZINCO EFERV C/10CP         |5
4239       TAPAJOS COMERCIO DE MEDI|4000681|50.0|ENERGIL C 1G ZINCO EFERV C/30CP         |5
4239       TAPAJOS COMERCIO DE MEDI|4000684|50.0|NAC XPE INF 20MG/ML C/150ML             |5
4239       TAPAJOS COMERCIO DE MEDI|4000697|50.0|PEDIALYTE 45 ZINCO GUARANA 500ML        |5
4239       TAPAJOS COMERCIO DE MEDI|4000698|50.0|PEDIALYTE MAX COCO 500ML                |5
4239       TAPAJOS COMERCIO DE MEDI|4000700|50.0|PEDIALYTE 60 ZINCO MACA 500ML           |5
4239       TAPAJOS COMERCIO DE MEDI|4000825|50.0|NICORETTE 2MG ICE MINT C/30CP MAS       |5
4239       TAPAJOS COMERCIO DE MEDI|4000826|50.0|NICORETTE ICE MINT 4MG C/30CP MAST      |5
4239       TAPAJOS COMERCIO DE MEDI|4000827|50.0|BENALET FRAMB 12PAST                    |5
4239       TAPAJOS COMERCIO DE MEDI|4000828|5.0|BENALET FRAMBOESA 4PAST CX-13           |0
4239       TAPAJOS COMERCIO DE MEDI|4000830|5.0|BENALET MENTA 4PAST CX13                |0
4239       TAPAJOS COMERCIO DE MEDI|4000840|20.0|TYLENOL CRIANCA SUSP ORAL 60ML          |2
4239       TAPAJOS COMERCIO DE MEDI|4000842|50.0|TYLENOL GTS 15ML                        |5
4239       TAPAJOS COMERCIO DE MEDI|4000917|50.0|NIQUITIN CLEAR PATCHES C/21MG           |5
4239       TAPAJOS COMERCIO DE MEDI|4000918|50.0|NIQUITIN CLEAR PATCHES C/7MG            |5
4239       TAPAJOS COMERCIO DE MEDI|4000931|50.0|NOREGYNA INJ C/1APX1ML+SER              |5
4239       TAPAJOS COMERCIO DE MEDI|4000935|50.0|PYR-PAM C/6CP                           |5
4239       TAPAJOS COMERCIO DE MEDI|4000936|50.0|PYR-PAM SUSP C/40ML                     |5
4239       TAPAJOS COMERCIO DE MEDI|4000937|20.0|RILAN 2 PC SOL NASAL C/15ML             |2
4239       TAPAJOS COMERCIO DE MEDI|4000966|50.0|DESTADIN 5MG CX 10CP                    |5
4239       TAPAJOS COMERCIO DE MEDI|4000972|50.0|EMISTIN CX 20CP                         |5
4239       TAPAJOS COMERCIO DE MEDI|4000973|50.0|EMISTIN CREME TUBO20G                   |5
4239       TAPAJOS COMERCIO DE MEDI|4000974|50.0|EXPECTOR XPE FRASCO 120ML               |5
4239       TAPAJOS COMERCIO DE MEDI|4000994|50.0|HIXILERG 2MG/ML SOLUÇAO FRASCO 120ML    |5
4239       TAPAJOS COMERCIO DE MEDI|4000997|60.0|LEVERCTIN 6MG CX 2CP                    |6
4239       TAPAJOS COMERCIO DE MEDI|4001012|50.0|NOCICLIN CX 21CP                        |5
4239       TAPAJOS COMERCIO DE MEDI|4001019|50.0|PREGNOLAN 150MG/10MG 1 AMPOLA 1ML       |5
4239       TAPAJOS COMERCIO DE MEDI|4001062|50.0|BROMIL XPE EXPEC ADT FRASCO 150ML       |5
4239       TAPAJOS COMERCIO DE MEDI|4001084|50.0|DORSPAN COMPOSTO CX 20CP                |5
4239       TAPAJOS COMERCIO DE MEDI|4001094|50.0|FLUITEINA 600MG CX 16SACHE 5G           |5
4239       TAPAJOS COMERCIO DE MEDI|4001151|50.0|QUEIMALIVE POMADA TUBO 30G              |5
4239       TAPAJOS COMERCIO DE MEDI|4001152|50.0|QUEIMALIVE SUN FRACO 50ML               |5
4239       TAPAJOS COMERCIO DE MEDI|4001161|50.0|SOMINEX COMPOSTO CX 20CP                |5
4239       TAPAJOS COMERCIO DE MEDI|4001172|50.0|VITERGYL C GTS FRASCO 20ML              |5
4239       TAPAJOS COMERCIO DE MEDI|4001173|50.0|VITERGYL ZINCO 1G EFERV FRASCO 30CP     |5
4239       TAPAJOS COMERCIO DE MEDI|4001179|20.0|ACIDO MEFENAMICO 500MG CX 24CP-EMS      |2
4239       TAPAJOS COMERCIO DE MEDI|4001183|50.0|ALGESTONA+EST 150+10MG 1AMPOLA 1ML-EMS  |5
4239       TAPAJOS COMERCIO DE MEDI|4001214|50.0|CEFACLOR 500MG CX 10CP-EMS              |5
4239       TAPAJOS COMERCIO DE MEDI|4001217|50.0|CEFALEXINA 500MG CX 10CP-EMS            |5
4239       TAPAJOS COMERCIO DE MEDI|4001224|50.0|CICLOPIROX OLAM SOL TOP 10MG FR 15ML-EMS|5
4239       TAPAJOS COMERCIO DE MEDI|4001231|50.0|CLOBETASOL POMADA TUBO 30G-EMS          |5
4239       TAPAJOS COMERCIO DE MEDI|4001235|50.0|CLOTRIMAZOL CREME VAG TUBO 35G+6APL-EMS |5
4239       TAPAJOS COMERCIO DE MEDI|4001240|50.0|DEXAMETASONA 4MG CX 10CP-EMS            |5
4239       TAPAJOS COMERCIO DE MEDI|4001243|50.0|DILTIAZEM 60MG CX 25CP-EMS              |5
4239       TAPAJOS COMERCIO DE MEDI|4001269|50.0|HIDROQUINONA 40MG CREME TUBO 30G-EMS    |5
4239       TAPAJOS COMERCIO DE MEDI|4001274|50.0|LANSOPRAZOL 30MG CX 14CP-MEDLEY         |5
4239       TAPAJOS COMERCIO DE MEDI|4001306|20.0|OMEPRAZOL 20MG CX 28CP-EMS              |2
4239       TAPAJOS COMERCIO DE MEDI|4001322|50.0|RANITIDINA 150MG CX 20CP-EMS            |5
4239       TAPAJOS COMERCIO DE MEDI|4001326|100.0|SECNIDAZOL 450MG FRASCO 15ML-EMS        |10
4239       TAPAJOS COMERCIO DE MEDI|4001329|50.0|SILDENAFILA 50MG CX 4CP-EMS             |5
4239       TAPAJOS COMERCIO DE MEDI|4001341|50.0|TIOCONAZOL+TINIDAZOL TUBO 35G+7APL-EMS  |5
4239       TAPAJOS COMERCIO DE MEDI|4001344|50.0|VALSARTANA 160MG CX 30CP-EMS            |5
4239       TAPAJOS COMERCIO DE MEDI|4001352|50.0|ACETILCISTEINA 200MG CX 16SACHE 5G-EMS  |5
4239       TAPAJOS COMERCIO DE MEDI|4001362|50.0|CLOTRIMAZOL CREME TUBO 20G-EMS          |5
4239       TAPAJOS COMERCIO DE MEDI|4001365|50.0|DICLOFENAC DIETILAMONIO EMULG TB 60G EMS|5
4239       TAPAJOS COMERCIO DE MEDI|4001367|50.0|DICLOFENACO DE SODICO GEL TUBO 60G-EMS  |5
4239       TAPAJOS COMERCIO DE MEDI|4001376|50.0|PARACETAMOL 750MG CX 20CP- EMS          |5
4239       TAPAJOS COMERCIO DE MEDI|4001379|50.0|PARACETAMOL+CAFE 500+65MG CX 20CP- EMS  |5
4239       TAPAJOS COMERCIO DE MEDI|4001433|50.0|DORSPAN COMPOSTO GTS FRASCO 20ML        |5
4239       TAPAJOS COMERCIO DE MEDI|4001450|50.0|ACICLOVIR 50MG CREME TUBO 10G CRISTÁLIA |5
4239       TAPAJOS COMERCIO DE MEDI|4001565|50.0|ALMEIDA PRADO N 46 C/60CP TJ            |5
4239       TAPAJOS COMERCIO DE MEDI|4001572|50.0|FIMATOSAN XAROPE DE GUACO 150 ML SIMOES |5
4239       TAPAJOS COMERCIO DE MEDI|4001605|50.0|COMPLEXO OMEGA A-Z C/60CP               |5
4239       TAPAJOS COMERCIO DE MEDI|4001882|20.0|EXIMIA TEMPORIZE C/30CP                 |2
4239       TAPAJOS COMERCIO DE MEDI|4001909|50.0|CITONEURIN 1000 C/3APX3ML               |5
4239       TAPAJOS COMERCIO DE MEDI|4001939|50.0|DESALEX 5MG C/10CP                      |5
4239       TAPAJOS COMERCIO DE MEDI|4001956|100.0|AEROLIN NEBULES 2,5MG 20FLAC            |10
4239       TAPAJOS COMERCIO DE MEDI|4001966|50.0|ALPRAZOLAM 1MG CX 30CP-EMS              |5
4239       TAPAJOS COMERCIO DE MEDI|4001996|50.0|BROMIDRATO DE CITALOPRAM 20MG CX 30CP-EM|5
4239       TAPAJOS COMERCIO DE MEDI|4002010|50.0|CLONAZEPAM 2MG CX 30CP-EMS              |5
4239       TAPAJOS COMERCIO DE MEDI|4002018|50.0|FLUOXETINA 20MG CX 28CP-EMS             |5
4239       TAPAJOS COMERCIO DE MEDI|4002020|50.0|GABAPENTINA 300MG CX 30CP-EMS           |5
